sales_sk,invoice_dt_sk,customer_no,cases,unit_price,ext_net,ext_cost,ext_participation,cqd_amt,order_no,invoice_no,site,item_no,sales_channel,order_status,shipment_date,delivery_date,customer_type,sales_rep_id
02-0000004-0006078-1-010503,2024-02-03,02-0000004,20,38,9120,8208,575,410,6065,6078,2,10503,Online,Completed,2024-02-01,2024-02-05,New,2021
29-0000004-0004991-1-010503,2023-05-22,29-0000004,29,38,13224,11902,238,1190,4978,4991,29,10503,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
01-0000015-0002058-1-010503,2022-12-21,01-0000015,6,38,2736,2463,99,246,2045,2058,1,10503,In-Store,Pending,-,-,Returning,2023
26-0000001-0005251-1-010503,2023-03-15,26-0000001,6,38,2736,2463,123,197,5238,5251,26,10503,Online,Completed,2024-02-04,2024-02-08,Business,2024
21-0000006-0001095-1-010503,2023-07-31,21-0000006,6,38,2736,2463,49,123,1084,1095,21,10503,Mobile App,Canceled,-,-,New,2025
32-0000001-0007537-1-010503,2024-01-14,32-0000001,6,38,2736,2463,49,172,7524,7537,32,10503,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
14-0000001-0003159-1-010503,2023-11-26,14-0000001,38,38,17328,15596,1560,1560,3146,3159,14,10503,Online,Completed,2024-02-07,2024-02-11,Returning,2027
01-0000007-0005007-1-010503,2022-03-07,01-0000007,15,38,6840,6156,185,554,4994,5007,1,10503,Online,Returned,2024-02-08,2024-02-12,New,2028
29-0000001-0003597-1-010503,2022-11-05,29-0000001,15,38,6840,6156,246,616,3584,3597,29,10503,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
39-0000002-0003806-1-010503,2022-11-28,39-0000002,15,38,6840,6156,123,369,3793,3806,39,10503,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
01-0000017-0002123-1-010503,2023-07-24,01-0000017,15,38,6840,6156,431,492,2110,2123,1,10503,Online,Completed,2024-02-12,2024-02-16,Returning,2031
01-0000036-0006277-1-010503,2022-02-13,01-0000036,47,38,21432,19289,772,1543,6264,6277,1,10503,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
18-0000009-0003433-1-010503,2022-06-12,18-0000009,47,38,21432,19289,579,1350,3420,3433,18,10503,In-Store,Canceled,-,-,VIP,2033
04-0000004-0002551-1-010503,2023-09-13,04-0000004,47,38,21432,19289,1350,964,2538,2551,4,10503,Online,Completed,2024-02-15,2024-02-19,Business,2034
09-0000002-0003084-1-010503,2023-10-14,09-0000002,47,38,21432,19289,1350,1350,3071,3084,9,10503,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
01-0000036-0007000-1-010503,2022-01-12,01-0000036,24,38,10944,9850,493,985,6987,7000,1,10503,In-Store,Pending,-,-,New,2036
12-0000010-0001545-1-010503,2022-07-19,12-0000010,24,38,10944,9850,985,493,1532,1545,12,10503,Online,Completed,2024-02-18,2024-02-22,VIP,2037
01-0000036-0005222-1-010503,2023-05-26,01-0000036,24,38,10944,9850,690,493,5209,5222,1,10503,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
15-0000002-0007394-1-010503,2023-06-11,15-0000002,24,38,10944,9850,197,985,7381,7394,15,10503,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
04-0000004-0002766-1-010503,2023-12-25,04-0000004,24,38,10944,9850,690,788,2753,2766,4,10503,Online,Completed,2024-02-21,2024-02-25,New,2040
18-0000008-0000732-1-010503,2022-02-09,18-0000008,1,38,456,411,8,37,721,732,18,10503,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
01-0000010-0000472-1-010503,2023-02-09,01-0000010,1,38,456,411,8,37,462,472,1,10503,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
01-0000048-0007961-1-010503,2023-05-28,01-0000048,1,38,456,411,21,41,7948,7961,1,10503,Online,Canceled,-,-,Returning,2043
37-0000001-0004058-1-010503,2023-11-09,37-0000001,1,38,456,411,21,25,4045,4058,37,10503,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
11-0000001-0008042-1-010503,2023-06-12,11-0000001,33,38,15048,13544,542,1219,8029,8042,11,10503,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
19-0000001-0006158-1-010503,2023-06-14,19-0000001,33,38,15048,13544,1354,1219,6145,6158,19,10503,Online,Completed,2024-02-27,2024-03-03,Business,2046
12-0000010-0001576-1-010503,2023-02-28,12-0000010,10,38,4560,4104,287,410,1563,1576,12,10503,Mobile App,Completed,2024-02-28,2024-03-04,Returning,2047
32-0000001-0007535-1-010503,2023-05-09,32-0000001,10,38,4560,4104,205,246,7522,7535,32,10503,In-Store,Pending,-,-,New,2048
39-0000002-0004460-1-010503,2023-06-08,39-0000002,10,38,4560,4104,164,246,4447,4460,39,10503,Online,Completed,2024-03-02,2024-03-06,VIP,2049
05-0000001-0004433-1-010503,2022-08-26,05-0000001,42,38,19152,17237,517,1207,4420,4433,5,10503,Mobile App,Completed,2024-03-03,2024-03-07,Business,2050
05-0000001-0006954-1-010503,2023-01-08,05-0000001,42,38,19152,17237,345,1207,6941,6954,5,10503,Online,Completed,2024-01-02,2024-01-05,Returning,2001
12-0000010-0001723-1-010503,2023-07-11,12-0000010,42,38,19152,17237,862,1724,1710,1723,12,10503,Mobile App,Completed,2024-01-04,2024-01-07,New,2002
01-0000001-0007492-1-010503,2024-01-08,01-0000001,42,38,19152,17237,517,1034,7479,7492,1,10503,In-Store,Completed,2024-01-05,2024-01-09,VIP,2003
17-0000001-0001881-1-010503,2023-07-19,17-0000001,19,38,8664,7798,780,468,1868,1881,17,10503,In-Store,Completed,2024-01-07,2024-01-10,Returning,2001
07-0000001-0005255-1-010503,2022-04-22,07-0000001,28,38,12768,11492,230,804,5242,5255,7,10503,Online,Completed,2024-01-08,2024-01-12,New,2005
01-0000002-0004475-1-010503,2022-05-15,01-0000002,28,38,12768,11492,1149,690,4462,4475,1,10503,Mobile App,Completed,2024-01-09,2024-01-13,VIP,2006
34-0000002-0003711-1-010503,2023-09-26,34-0000002,28,38,12768,11492,230,690,3698,3711,34,10503,Online,Canceled,-,-,Business,2007
18-0000005-0005883-1-010503,2022-03-06,18-0000005,5,38,2280,2052,205,205,5870,5883,18,10503,In-Store,Completed,2024-01-12,2024-01-15,Returning,2008
34-0000005-0005034-1-010503,2022-01-06,34-0000005,37,38,16872,15185,1519,1367,5021,5034,34,10503,In-Store,Completed,2024-01-13,2024-01-17,New,2009
01-0000019-0002167-1-010503,2022-07-09,01-0000019,37,38,16872,15185,1063,759,2154,2167,1,10503,Online,Completed,2024-01-15,2024-01-18,VIP,2010
01-0000017-0002109-1-010503,2022-08-10,01-0000017,37,38,16872,15185,1063,911,2096,2109,1,10503,Mobile App,Pending,-,-,Returning,2011
29-0000003-0003589-1-010503,2022-12-01,29-0000003,37,38,16872,15185,607,911,3576,3589,29,10503,Online,Completed,2024-01-18,2024-01-22,Business,2012
29-0000002-0004946-1-010503,2023-05-31,29-0000002,37,38,16872,15185,607,1367,4933,4946,29,10503,In-Store,Completed,2024-01-19,2024-01-23,VIP,2013
12-0000010-0001598-1-010503,2024-01-26,12-0000010,37,38,16872,15185,607,1215,1585,1598,12,10503,Online,Returned,2024-01-21,2024-01-24,Returning,2014
22-0000001-0005264-1-010503,2022-01-13,22-0000001,14,38,6384,5746,287,575,5251,5264,22,10503,Mobile App,Completed,2024-01-22,2024-01-26,New,2015
14-0000001-0005165-1-010503,2022-10-03,14-0000001,14,38,6384,5746,230,575,5152,5165,14,10503,Online,Completed,2024-01-24,2024-01-28,Returning,2016
20-0000001-0008117-1-010503,2023-03-18,20-0000001,14,38,6384,5746,402,575,8104,8117,20,10503,In-Store,Completed,2024-01-25,2024-01-29,VIP,2017
28-0000002-0004778-1-010503,2022-03-04,28-0000002,23,38,10488,9440,283,472,4765,4778,28,10503,In-Store,Completed,2024-01-26,2024-01-30,New,2018
24-0000001-0008162-1-010503,2022-05-16,24-0000001,23,38,10488,9440,661,850,8149,8162,24,10503,Online,Completed,2024-01-28,2024-02-01,Business,2019
38-0000001-0003985-1-010503,2022-09-30,38-0000001,23,38,10488,9440,283,755,3972,3985,38,10503,Mobile App,Completed,2024-01-29,2024-02-02,Returning,2020
02-0000004-0007985-1-040201,2023-06-26,02-0000004,49,21,6174,5557,278,333,7972,7985,2,40201,Online,Completed,2024-02-01,2024-02-05,New,2021
04-0000006-0002845-1-040201,2023-09-08,04-0000006,49,21,6174,5557,389,556,2832,2845,4,40201,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
01-0000002-0005824-1-040201,2022-12-21,01-0000002,47,21,5922,5330,533,320,5811,5824,1,40201,In-Store,Pending,-,-,Returning,2023
02-0000004-0005299-1-040201,2023-01-29,02-0000004,45,21,5670,5103,255,510,5286,5299,2,40201,Online,Completed,2024-02-04,2024-02-08,Business,2024
28-0000002-0007281-1-040201,2023-11-01,28-0000002,45,21,5670,5103,204,357,7268,7281,28,40201,Mobile App,Canceled,-,-,New,2025
01-0000001-0001934-1-040201,2023-05-04,01-0000001,43,21,5418,4877,195,390,1921,1934,1,40201,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
18-0000006-0000638-1-040201,2022-10-16,18-0000006,41,21,5166,4650,140,419,627,638,18,40201,Online,Completed,2024-02-07,2024-02-11,Returning,2027
12-0000010-0001600-1-040201,2023-02-27,12-0000010,41,21,5166,4650,465,465,1587,1600,12,40201,Online,Returned,2024-02-08,2024-02-12,New,2028
01-0000001-0001897-1-040201,2023-09-26,01-0000001,41,21,5166,4650,465,372,1884,1897,1,40201,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
08-0000002-0000247-1-040201,2022-01-22,08-0000002,39,21,4914,4423,88,354,242,247,8,40201,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
34-0000006-0005240-1-040201,2022-03-08,34-0000006,39,21,4914,4423,88,310,5227,5240,34,40201,Online,Completed,2024-02-12,2024-02-16,Returning,2031
01-0000025-0002317-1-040201,2022-09-27,01-0000025,39,21,4914,4423,442,398,2304,2317,1,40201,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
34-0000006-0006760-1-040201,2023-02-25,34-0000006,39,21,4914,4423,221,442,6747,6760,34,40201,In-Store,Canceled,-,-,VIP,2033
21-0000005-0000773-1-040201,2023-04-30,21-0000005,39,21,4914,4423,442,398,762,773,21,40201,Online,Completed,2024-02-15,2024-02-19,Business,2034
21-0000003-0006333-1-040201,2023-09-17,21-0000003,39,21,4914,4423,310,442,6320,6333,21,40201,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
04-0000004-0004478-1-040201,2022-09-07,04-0000004,37,21,4662,4196,126,378,4465,4478,4,40201,In-Store,Pending,-,-,New,2036
12-0000010-0003334-1-040201,2022-12-21,12-0000010,37,21,4662,4196,126,420,3321,3334,12,40201,Online,Completed,2024-02-18,2024-02-22,VIP,2037
34-0000005-0007897-1-040201,2023-05-24,34-0000005,35,21,4410,3969,198,397,7884,7897,34,40201,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
17-0000002-0005051-1-040201,2022-04-05,17-0000002,33,21,4158,3743,187,225,5038,5051,17,40201,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
02-0000003-0002444-1-040201,2022-06-13,02-0000003,33,21,4158,3743,150,337,2431,2444,2,40201,Online,Completed,2024-02-21,2024-02-25,New,2040
20-0000001-0006669-1-040201,2023-10-10,20-0000001,33,21,4158,3743,112,225,6656,6669,20,40201,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
39-0000002-0004033-1-040201,2023-12-19,39-0000002,33,21,4158,3743,374,262,4020,4033,39,40201,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
28-0000002-0003583-1-040201,2022-01-23,28-0000002,31,21,3906,3516,176,316,3570,3583,28,40201,Online,Canceled,-,-,Returning,2043
12-0000010-0001666-1-040201,2022-06-18,12-0000010,31,21,3906,3516,176,316,1653,1666,12,40201,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
26-0000001-0005748-1-040201,2023-07-08,26-0000001,31,21,3906,3516,70,281,5735,5748,26,40201,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
01-0000005-0008121-1-040201,2023-08-08,01-0000005,31,21,3906,3516,141,352,8108,8121,1,40201,Online,Completed,2024-02-01,2024-02-05,New,2021
18-0000006-0000634-1-040201,2023-09-04,18-0000006,31,21,3906,3516,70,176,623,634,18,40201,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
21-0000006-0001103-1-040201,2022-07-06,21-0000006,29,21,3654,3289,132,329,1092,1103,21,40201,In-Store,Pending,-,-,Returning,2023
01-0000006-0005649-1-040201,2023-01-17,01-0000006,29,21,3654,3289,329,197,5636,5649,1,40201,Online,Completed,2024-02-04,2024-02-08,Business,2024
04-0000008-0002827-1-040201,2024-01-22,04-0000008,29,21,3654,3289,329,263,2814,2827,4,40201,Mobile App,Canceled,-,-,New,2025
25-0000001-0005425-1-040201,2022-09-03,25-0000001,27,21,3402,3062,92,245,5412,5425,25,40201,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
21-0000006-0001195-1-040201,2022-09-29,21-0000006,27,21,3402,3062,214,214,1184,1195,21,40201,Online,Completed,2024-02-07,2024-02-11,Returning,2027
01-0000007-0006864-1-040201,2023-02-07,01-0000007,27,21,3402,3062,214,153,6851,6864,1,40201,Online,Returned,2024-02-08,2024-02-12,New,2028
01-0000008-0000443-1-040201,2023-04-14,01-0000008,27,21,3402,3062,214,276,435,443,1,40201,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
04-0000006-0002833-1-040201,2023-07-29,04-0000006,27,21,3402,3062,92,214,2820,2833,4,40201,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
04-0000003-0008166-1-040201,2022-05-05,04-0000003,25,21,3150,2835,284,198,8153,8166,4,40201,Online,Completed,2024-02-12,2024-02-16,Returning,2031
29-0000004-0006435-1-040201,2023-12-12,29-0000004,25,21,3150,2835,113,255,6422,6435,29,40201,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
08-0000001-0007159-1-040201,2022-02-18,08-0000001,23,21,2898,2609,104,261,7146,7159,8,40201,In-Store,Canceled,-,-,VIP,2033
15-0000002-0004279-1-040201,2023-06-13,15-0000002,23,21,2898,2609,130,209,4266,4279,15,40201,Online,Completed,2024-02-15,2024-02-19,Business,2034
17-0000002-0006616-1-040201,2022-02-11,17-0000002,21,21,2646,2382,71,191,6603,6616,17,40201,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
34-0000004-0000415-1-040201,2022-03-19,34-0000004,21,21,2646,2382,119,238,410,415,34,40201,In-Store,Pending,-,-,New,2036
32-0000003-0003649-1-040201,2022-06-10,32-0000003,21,21,2646,2382,48,143,3636,3649,32,40201,Online,Completed,2024-02-18,2024-02-22,VIP,2037
21-0000006-0000994-1-040201,2023-04-03,21-0000006,21,21,2646,2382,238,143,983,994,21,40201,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
01-0000020-0002203-1-040201,2023-10-15,01-0000020,21,21,2646,2382,95,214,2190,2203,1,40201,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
28-0000001-0005389-1-040201,2023-12-13,28-0000001,21,21,2646,2382,119,143,5376,5389,28,40201,Online,Completed,2024-02-21,2024-02-25,New,2040
01-0000001-0006802-1-040201,2023-12-21,01-0000001,21,21,2646,2382,119,214,6789,6802,1,40201,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
01-0000001-0001913-1-040201,2023-08-21,01-0000001,19,21,2394,2155,86,151,1900,1913,1,40201,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
12-0000010-0001619-1-040201,2022-09-17,12-0000010,17,21,2142,1928,193,154,1606,1619,12,40201,Online,Canceled,-,-,Returning,2043
01-0000054-0000584-1-040201,2023-01-02,01-0000054,17,21,2142,1928,39,193,573,584,1,40201,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
32-0000001-0004100-1-040201,2023-01-20,32-0000001,17,21,2142,1928,58,174,4087,4100,32,40201,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
16-0000001-0005827-1-040201,2023-03-10,16-0000001,17,21,2142,1928,135,154,5814,5827,16,40201,Online,Completed,2024-02-27,2024-03-03,Business,2046
17-0000002-0005442-1-040201,2022-03-06,17-0000002,15,21,1890,1701,68,153,5429,5442,17,40201,Mobile App,Completed,2024-02-28,2024-03-04,Returning,2047
04-0000002-0000212-1-040201,2022-09-28,04-0000002,15,21,1890,1701,170,170,207,212,4,40201,In-Store,Pending,-,-,New,2048
16-0000002-0001808-1-040201,2023-08-09,16-0000002,15,21,1890,1701,170,170,1795,1808,16,40201,Online,Completed,2024-03-02,2024-03-06,VIP,2049
01-0000018-0002153-1-040201,2022-04-08,01-0000018,11,21,1386,1248,125,62,2140,2153,1,40201,Mobile App,Completed,2024-03-03,2024-03-07,Business,2050
22-0000001-0003547-1-040201,2023-03-15,22-0000001,11,21,1386,1248,25,112,3534,3547,22,40201,Online,Completed,2024-01-02,2024-01-05,Returning,2001
21-0000002-0005605-1-040201,2022-04-16,21-0000002,7,21,882,794,40,40,5592,5605,21,40201,Mobile App,Completed,2024-01-04,2024-01-07,New,2002
29-0000002-0007477-1-040201,2022-04-27,29-0000002,5,21,630,567,57,40,7464,7477,29,40201,In-Store,Completed,2024-01-05,2024-01-09,VIP,2003
28-0000001-0006122-1-040201,2022-10-22,28-0000001,5,21,630,567,23,45,6109,6122,28,40201,In-Store,Completed,2024-01-07,2024-01-10,Returning,2001
01-0000002-0005590-1-040201,2022-03-10,01-0000002,3,21,378,341,14,24,5577,5590,1,40201,Online,Completed,2024-01-08,2024-01-12,New,2005
01-0000001-0001893-1-040201,2022-05-18,01-0000001,3,21,378,341,34,34,1880,1893,1,40201,Mobile App,Completed,2024-01-09,2024-01-13,VIP,2006
15-0000002-0003152-1-040201,2023-12-07,15-0000002,3,21,378,341,34,31,3139,3152,15,40201,Online,Canceled,-,-,Business,2007
29-0000004-0006424-1-040201,2022-06-30,29-0000004,1,21,126,114,5,6,6411,6424,29,40201,In-Store,Completed,2024-01-12,2024-01-15,Returning,2008
01-0000028-0000065-1-040201,2022-02-21,01-0000028,50,21,6300,5670,397,397,62,65,1,40201,In-Store,Completed,2024-01-13,2024-01-17,New,2009
01-0000006-0006541-1-040201,2022-04-08,01-0000006,50,21,6300,5670,284,510,6528,6541,1,40201,Online,Completed,2024-01-15,2024-01-18,VIP,2010
10-0000001-0000268-1-040201,2022-07-03,10-0000001,50,21,6300,5670,567,284,263,268,10,40201,Mobile App,Pending,-,-,Returning,2011
01-0000004-0007390-1-040201,2023-12-13,01-0000004,50,21,6300,5670,227,567,7377,7390,1,40201,Online,Completed,2024-01-18,2024-01-22,Business,2012
38-0000001-0006139-1-040201,2022-10-20,38-0000001,46,21,5796,5217,261,417,6126,6139,38,40201,In-Store,Completed,2024-01-19,2024-01-23,VIP,2013
02-0000004-0005630-1-040201,2023-06-12,02-0000004,46,21,5796,5217,522,470,5617,5630,2,40201,Online,Returned,2024-01-21,2024-01-24,Returning,2014
21-0000005-0000768-1-040201,2022-06-04,21-0000005,42,21,5292,4763,95,429,757,768,21,40201,Mobile App,Completed,2024-01-22,2024-01-26,New,2015
08-0000007-0003101-1-040201,2023-06-18,08-0000007,42,21,5292,4763,191,381,3088,3101,8,40201,Online,Completed,2024-01-24,2024-01-28,Returning,2016
09-0000002-0003006-1-040201,2022-03-22,09-0000002,40,21,5040,4536,454,227,2993,3006,9,40201,In-Store,Completed,2024-01-25,2024-01-29,VIP,2017
04-0000006-0002556-1-040201,2023-08-07,04-0000006,40,21,5040,4536,454,454,2543,2556,4,40201,In-Store,Completed,2024-01-26,2024-01-30,New,2018
35-0000001-0005544-1-040201,2022-07-21,35-0000001,34,21,4284,3856,116,270,5531,5544,35,40201,Online,Completed,2024-01-28,2024-02-01,Business,2019
01-0000026-0000037-1-040201,2022-11-08,01-0000026,34,21,4284,3856,386,270,35,37,1,40201,Mobile App,Completed,2024-01-29,2024-02-02,Returning,2020
01-0000004-0005183-1-040201,2022-11-30,01-0000004,34,21,4284,3856,77,308,5170,5183,1,40201,Online,Completed,2024-02-01,2024-02-05,New,2021
39-0000001-0006825-1-040201,2023-04-23,39-0000001,34,21,4284,3856,270,308,6812,6825,39,40201,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
15-0000002-0007730-1-040201,2023-07-06,15-0000002,34,21,4284,3856,386,270,7717,7730,15,40201,In-Store,Pending,-,-,Returning,2023
34-0000005-0004022-1-040201,2022-09-26,34-0000005,32,21,4032,3629,181,363,4009,4022,34,40201,Online,Completed,2024-02-04,2024-02-08,Business,2024
37-0000001-0006465-1-040201,2022-05-23,37-0000001,30,21,3780,3402,170,204,6452,6465,37,40201,Mobile App,Canceled,-,-,New,2025
02-0000002-0001392-1-040201,2023-03-13,02-0000002,30,21,3780,3402,170,340,1379,1392,2,40201,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
21-0000005-0000859-1-040201,2023-05-16,21-0000005,30,21,3780,3402,68,170,848,859,21,40201,Online,Completed,2024-02-07,2024-02-11,Returning,2027
30-0000001-0005358-1-040201,2023-01-21,30-0000001,28,21,3528,3176,318,318,5345,5358,30,40201,Online,Returned,2024-02-08,2024-02-12,New,2028
24-0000001-0003537-1-040201,2022-01-27,24-0000001,26,21,3276,2949,118,206,3524,3537,24,40201,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
26-0000001-0007410-1-040201,2022-04-23,26-0000001,26,21,3276,2949,118,236,7397,7410,26,40201,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
04-0000004-0002758-1-040201,2022-06-14,04-0000004,26,21,3276,2949,118,236,2745,2758,4,40201,Online,Completed,2024-02-12,2024-02-16,Returning,2031
04-0000004-0002782-1-040201,2023-04-24,04-0000004,26,21,3276,2949,147,295,2769,2782,4,40201,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
04-0000003-0006404-1-040201,2022-09-09,04-0000003,24,21,3024,2722,272,191,6391,6404,4,40201,In-Store,Canceled,-,-,VIP,2033
01-0000008-0000426-1-040201,2023-11-27,01-0000008,24,21,3024,2722,136,272,419,426,1,40201,Online,Completed,2024-02-15,2024-02-19,Business,2034
21-0000006-0001234-1-040201,2022-04-07,21-0000006,22,21,2772,2495,75,125,1223,1234,21,40201,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
04-0000007-0000231-1-040201,2022-06-13,04-0000007,22,21,2772,2495,50,175,226,231,4,40201,In-Store,Pending,-,-,New,2036
01-0000014-0002030-1-040201,2022-07-17,01-0000014,22,21,2772,2495,100,125,2017,2030,1,40201,Online,Completed,2024-02-18,2024-02-22,VIP,2037
21-0000004-0006842-1-040201,2022-11-14,21-0000004,22,21,2772,2495,250,200,6829,6842,21,40201,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
35-0000001-0007207-1-040201,2023-04-17,35-0000001,22,21,2772,2495,175,200,7194,7207,35,40201,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
01-0000002-0004665-1-040201,2023-05-16,01-0000002,22,21,2772,2495,100,225,4652,4665,1,40201,Online,Completed,2024-02-21,2024-02-25,New,2040
05-0000001-0007785-1-040201,2023-05-31,05-0000001,22,21,2772,2495,175,125,7772,7785,5,40201,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
21-0000005-0000855-1-040201,2023-12-26,21-0000005,22,21,2772,2495,250,250,844,855,21,40201,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
01-0000026-0000015-1-040201,2022-06-06,01-0000026,20,21,2520,2268,227,136,13,15,1,40201,Online,Canceled,-,-,Returning,2043
39-0000002-0007680-1-040201,2023-07-23,39-0000002,20,21,2520,2268,45,181,7667,7680,39,40201,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
14-0000001-0007908-1-040201,2022-01-20,14-0000001,18,21,2268,2042,41,123,7895,7908,14,40201,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
29-0000006-0000392-1-040201,2022-06-01,29-0000006,18,21,2268,2042,82,204,387,392,29,40201,Online,Completed,2024-02-01,2024-02-05,New,2021
21-0000003-0004372-1-040201,2023-10-06,21-0000003,18,21,2268,2042,41,184,4359,4372,21,40201,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
36-0000001-0005737-1-040201,2022-04-06,36-0000001,16,21,2016,1815,182,182,5724,5737,36,40201,In-Store,Pending,-,-,Returning,2023
11-0000001-0007101-1-040201,2023-04-22,11-0000001,16,21,2016,1815,182,91,7088,7101,11,40201,Online,Completed,2024-02-04,2024-02-08,Business,2024
04-0000007-0000229-1-040201,2022-11-01,04-0000007,14,21,1764,1588,111,143,224,229,4,40201,Mobile App,Canceled,-,-,New,2025
01-0000026-0000038-1-040201,2022-11-23,01-0000026,14,21,1764,1588,32,127,36,38,1,40201,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
04-0000003-0002698-1-040201,2023-04-17,04-0000003,14,21,1764,1588,159,127,2685,2698,4,40201,Online,Completed,2024-02-07,2024-02-11,Returning,2027
21-0000006-0001202-1-040201,2023-11-24,21-0000006,14,21,1764,1588,32,95,1191,1202,21,40201,Online,Returned,2024-02-08,2024-02-12,New,2028
01-0000004-0005191-1-040201,2024-02-07,01-0000004,14,21,1764,1588,111,111,5178,5191,1,40201,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
29-0000003-0003609-1-040201,2022-11-22,29-0000003,12,21,1512,1361,27,136,3596,3609,29,40201,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
22-0000001-0007453-1-040201,2022-12-31,22-0000001,12,21,1512,1361,41,68,7440,7453,22,40201,Online,Completed,2024-02-12,2024-02-16,Returning,2031
29-0000004-0007254-1-040201,2023-07-14,29-0000004,12,21,1512,1361,136,68,7241,7254,29,40201,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
37-0000001-0003738-1-040201,2022-08-02,37-0000001,10,21,1260,1134,113,91,3725,3738,37,40201,In-Store,Canceled,-,-,VIP,2033
38-0000002-0004077-1-040201,2022-12-24,38-0000002,10,21,1260,1134,113,68,4064,4077,38,40201,Online,Completed,2024-02-15,2024-02-19,Business,2034
21-0000006-0000956-1-040201,2023-03-02,21-0000006,10,21,1260,1134,34,57,945,956,21,40201,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
01-0000004-0007658-1-040201,2023-10-19,01-0000004,6,21,756,681,14,61,7645,7658,1,40201,In-Store,Pending,-,-,New,2036
18-0000005-0008068-1-040201,2022-01-09,18-0000005,4,21,504,454,14,23,8055,8068,18,40201,Online,Completed,2024-02-18,2024-02-22,VIP,2037
21-0000005-0000849-1-040201,2022-06-21,21-0000005,4,21,504,454,18,36,838,849,21,40201,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
35-0000001-0006392-1-040201,2023-07-14,35-0000001,4,21,504,454,18,23,6379,6392,35,40201,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
21-0000006-0001089-1-040201,2023-09-20,21-0000006,2,21,252,227,23,11,1078,1089,21,40201,Online,Completed,2024-02-21,2024-02-25,New,2040
36-0000001-0006364-1-040202,2022-12-20,36-0000001,13,23,1794,1615,65,162,6351,6364,36,40202,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
04-0000003-0007724-1-040202,2023-09-13,04-0000003,26,23,3588,3230,226,291,7711,7724,4,40202,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
05-0000001-0008024-1-040202,2023-09-21,05-0000001,26,23,3588,3230,129,258,8011,8024,5,40202,Online,Canceled,-,-,Returning,2043
21-0000006-0001147-1-040202,2023-11-28,21-0000006,39,23,5382,4844,145,484,1136,1147,21,40202,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
