Month,Metric,Region,Product Category,Customer Segment,Marketing Channel,product_seasonality,customer_segment,Value
2024-05,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Winter,Low Value,67.12
2024-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Summer,Mid Value,73.75
2024-05,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Fall,Mid Value,241.1
2024-05,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Fall,Mid Value,121.61
2024-05,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Fall,Mid Value,81.87
2024-05,Campaign Conversion Rate,North,Beer,Low-Value,Email,Winter,High Value,112.62
2024-05,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Summer,Low Value,68.89
2024-05,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Summer,Mid Value,75.63
2024-05,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Spring,Low Value,137.13
2024-05,Campaign Conversion Rate,North,Wine,High-Value,Email,Winter,Low Value,84.17
2024-05,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Fall,Low Value,51.97
2024-05,Campaign Conversion Rate,North,Wine,High-Value,SMS,Fall,High Value,98.7
2024-05,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Fall,High Value,145.46
2024-05,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Winter,High Value,140.93
2024-05,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Fall,High Value,86.01
2024-05,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Fall,Low Value,118.99
2024-05,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Spring,High Value,70.7
2024-05,Campaign Conversion Rate,North,Wine,Low-Value,Email,Spring,Low Value,131.52
2024-05,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Summer,Mid Value,138.03
2024-05,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Spring,High Value,60.6
2024-05,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Summer,Mid Value,79.12
2024-05,Campaign Conversion Rate,North,Spirits,High-Value,Email,Summer,Low Value,130.43
2024-05,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Winter,High Value,189.5
2024-05,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Fall,Mid Value,59.97
2024-05,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Summer,High Value,185.1
2024-05,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Summer,High Value,67.92
2024-05,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,96.43
2024-05,Campaign Conversion Rate,North,Spirits,Medium-Value,SMS,Fall,Mid Value,92.77
2024-05,Campaign Conversion Rate,North,Spirits,Medium-Value,Direct Mail,Spring,Mid Value,71.47
2024-05,Campaign Conversion Rate,North,Spirits,Low-Value,Email,Summer,Low Value,123.6
2024-05,Campaign Conversion Rate,North,Spirits,Low-Value,Social Media,Fall,Mid Value,142.9
2024-05,Campaign Conversion Rate,North,Spirits,Low-Value,SMS,Summer,High Value,96.37
2024-05,Campaign Conversion Rate,North,Spirits,Low-Value,Direct Mail,Spring,Mid Value,110.9
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,Email,Fall,Mid Value,66.03
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,Social Media,Winter,High Value,103.23
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,SMS,Fall,Mid Value,119.82
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,Direct Mail,Fall,Low Value,68.9
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,Email,Summer,Mid Value,122.03
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,Social Media,Fall,High Value,89.55
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,SMS,Winter,Mid Value,111.04
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,Direct Mail,Fall,Mid Value,117.17
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,Email,Winter,Low Value,96.07
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,Social Media,Summer,High Value,59.45
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,SMS,Winter,High Value,144.91
2024-05,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,Direct Mail,Fall,Mid Value,143.34
2024-05,Campaign Conversion Rate,South,Beer,High-Value,Email,Spring,High Value,134.47
2024-05,Campaign Conversion Rate,South,Beer,High-Value,Social Media,Fall,Low Value,94.09
2024-05,Campaign Conversion Rate,South,Beer,High-Value,SMS,Winter,High Value,266.77
2024-05,Campaign Conversion Rate,South,Beer,High-Value,Direct Mail,Summer,Mid Value,68.67
2024-05,Campaign Conversion Rate,South,Beer,Medium-Value,Email,Summer,Mid Value,84.8
2024-05,Campaign Conversion Rate,South,Beer,Medium-Value,Social Media,Summer,Low Value,83.41
2024-05,Campaign Conversion Rate,South,Beer,Medium-Value,SMS,Winter,High Value,127.2
2024-05,Campaign Conversion Rate,South,Beer,Medium-Value,Direct Mail,Fall,Low Value,145.44
2024-05,Campaign Conversion Rate,South,Beer,Low-Value,Email,Fall,High Value,144.63
2024-05,Campaign Conversion Rate,South,Beer,Low-Value,Social Media,Spring,High Value,113.75
2024-05,Campaign Conversion Rate,South,Beer,Low-Value,SMS,Fall,Low Value,132.67
2024-05,Campaign Conversion Rate,South,Beer,Low-Value,Direct Mail,Spring,High Value,100.48
2024-05,Campaign Conversion Rate,South,Wine,High-Value,Email,Winter,High Value,108.68
2024-05,Campaign Conversion Rate,South,Wine,High-Value,Social Media,Winter,Mid Value,57.23
2024-05,Campaign Conversion Rate,South,Wine,High-Value,SMS,Fall,Low Value,103.4
2024-05,Campaign Conversion Rate,South,Wine,High-Value,Direct Mail,Fall,Mid Value,84.03
2024-05,Campaign Conversion Rate,South,Wine,Medium-Value,Email,Spring,Mid Value,139.1
2024-05,Campaign Conversion Rate,South,Wine,Medium-Value,Social Media,Winter,High Value,132.47
2024-05,Campaign Conversion Rate,South,Wine,Medium-Value,SMS,Summer,Low Value,60.24
2024-05,Campaign Conversion Rate,South,Wine,Medium-Value,Direct Mail,Fall,High Value,55.13
2024-05,Campaign Conversion Rate,South,Wine,Low-Value,Email,Spring,Low Value,83.72
2024-05,Campaign Conversion Rate,South,Wine,Low-Value,Social Media,Winter,Low Value,124.28
2024-05,Campaign Conversion Rate,South,Wine,Low-Value,SMS,Winter,High Value,72.11
2024-05,Campaign Conversion Rate,South,Wine,Low-Value,Direct Mail,Summer,Mid Value,104.76
2024-05,Campaign Conversion Rate,South,Spirits,High-Value,Email,Winter,Low Value,63.39
2024-05,Campaign Conversion Rate,South,Spirits,High-Value,Social Media,Winter,Low Value,130.42
2024-05,Campaign Conversion Rate,South,Spirits,High-Value,SMS,Summer,Mid Value,90.66
2024-05,Campaign Conversion Rate,South,Spirits,High-Value,Direct Mail,Fall,High Value,129.1
2024-05,Campaign Conversion Rate,South,Spirits,Medium-Value,Email,Spring,Low Value,62.78
2024-05,Campaign Conversion Rate,South,Spirits,Medium-Value,Social Media,Fall,High Value,89.69
2024-05,Campaign Conversion Rate,South,Spirits,Medium-Value,SMS,Summer,Low Value,87.55
2024-05,Campaign Conversion Rate,South,Spirits,Medium-Value,Direct Mail,Fall,Mid Value,84.31
2024-05,Campaign Conversion Rate,South,Spirits,Low-Value,Email,Summer,Mid Value,204.18
2024-05,Campaign Conversion Rate,South,Spirits,Low-Value,Social Media,Winter,Low Value,144.5
2024-05,Campaign Conversion Rate,South,Spirits,Low-Value,SMS,Fall,Mid Value,127.39
2024-05,Campaign Conversion Rate,South,Spirits,Low-Value,Direct Mail,Spring,High Value,99.35
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,Email,Fall,High Value,123.72
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,Social Media,Spring,Low Value,74.63
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,SMS,Fall,Mid Value,60.44
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,Direct Mail,Fall,High Value,136.02
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,Email,Fall,High Value,143.87
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,Social Media,Summer,Low Value,69.05
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,SMS,Summer,High Value,57.15
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,Direct Mail,Spring,High Value,124.16
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,Email,Winter,Mid Value,83.03
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,Social Media,Spring,High Value,258.73
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,SMS,Summer,High Value,65.82
2024-05,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,Direct Mail,Fall,Mid Value,60.57
2024-05,Campaign Conversion Rate,East,Beer,High-Value,Email,Winter,Mid Value,78.62
2024-05,Campaign Conversion Rate,East,Beer,High-Value,Social Media,Summer,Low Value,278.33
2024-05,Campaign Conversion Rate,East,Beer,High-Value,SMS,Spring,Mid Value,52.16
2024-05,Campaign Conversion Rate,East,Beer,High-Value,Direct Mail,Fall,Mid Value,100.1
2024-05,Campaign Conversion Rate,East,Beer,Medium-Value,Email,Summer,High Value,63.22
2024-05,Campaign Conversion Rate,East,Beer,Medium-Value,Social Media,Fall,Mid Value,117.23
2024-05,Campaign Conversion Rate,East,Beer,Medium-Value,SMS,Winter,High Value,103.08
2024-05,Campaign Conversion Rate,East,Beer,Medium-Value,Direct Mail,Summer,Mid Value,70.06
2024-05,Campaign Conversion Rate,East,Beer,Low-Value,Email,Winter,High Value,66.19
2024-05,Campaign Conversion Rate,East,Beer,Low-Value,Social Media,Fall,Low Value,72.49
2024-05,Campaign Conversion Rate,East,Beer,Low-Value,SMS,Fall,Low Value,106.27
2024-05,Campaign Conversion Rate,East,Beer,Low-Value,Direct Mail,Winter,Mid Value,69.56
2024-05,Campaign Conversion Rate,East,Wine,High-Value,Email,Fall,High Value,131.73
2024-05,Campaign Conversion Rate,East,Wine,High-Value,Social Media,Spring,Mid Value,75.5
2024-05,Campaign Conversion Rate,East,Wine,High-Value,SMS,Spring,Mid Value,53.93
2024-05,Campaign Conversion Rate,East,Wine,High-Value,Direct Mail,Winter,High Value,213.98
2024-05,Campaign Conversion Rate,East,Wine,Medium-Value,Email,Winter,High Value,120.62
2024-05,Campaign Conversion Rate,East,Wine,Medium-Value,Social Media,Winter,Mid Value,95.53
2024-05,Campaign Conversion Rate,East,Wine,Medium-Value,SMS,Fall,Mid Value,88.8
2024-05,Campaign Conversion Rate,East,Wine,Medium-Value,Direct Mail,Winter,Mid Value,89.81
2024-05,Campaign Conversion Rate,East,Wine,Low-Value,Email,Winter,Low Value,144.81
2024-05,Campaign Conversion Rate,East,Wine,Low-Value,Social Media,Fall,High Value,100.74
2024-05,Campaign Conversion Rate,East,Wine,Low-Value,SMS,Summer,Low Value,182.81
2024-05,Campaign Conversion Rate,East,Wine,Low-Value,Direct Mail,Spring,High Value,131.99
2024-05,Campaign Conversion Rate,East,Spirits,High-Value,Email,Spring,High Value,95.06
2024-05,Campaign Conversion Rate,East,Spirits,High-Value,Social Media,Summer,Low Value,79.8
2024-05,Campaign Conversion Rate,East,Spirits,High-Value,SMS,Spring,Low Value,133.56
2024-05,Campaign Conversion Rate,East,Spirits,High-Value,Direct Mail,Winter,Low Value,93.87
2024-05,Campaign Conversion Rate,East,Spirits,Medium-Value,Email,Spring,Low Value,134.66
2024-05,Campaign Conversion Rate,East,Spirits,Medium-Value,Social Media,Winter,Mid Value,105.2
2024-05,Campaign Conversion Rate,East,Spirits,Medium-Value,SMS,Fall,Mid Value,124.35
2024-05,Campaign Conversion Rate,East,Spirits,Medium-Value,Direct Mail,Spring,Mid Value,130.9
2024-05,Campaign Conversion Rate,East,Spirits,Low-Value,Email,Fall,Mid Value,71.5
2024-05,Campaign Conversion Rate,East,Spirits,Low-Value,Social Media,Winter,High Value,130.01
2024-05,Campaign Conversion Rate,East,Spirits,Low-Value,SMS,Fall,Mid Value,131.22
2024-05,Campaign Conversion Rate,East,Spirits,Low-Value,Direct Mail,Fall,Mid Value,85.24
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,Email,Summer,High Value,68.8
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,Social Media,Fall,High Value,75.78
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,SMS,Summer,High Value,98.07
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,Direct Mail,Winter,Low Value,71.51
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,Email,Summer,High Value,66.97
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,Social Media,Spring,Low Value,127.01
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,SMS,Winter,Low Value,121.41
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,Direct Mail,Summer,Mid Value,63.83
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,Email,Winter,Low Value,132.1
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,Social Media,Fall,Mid Value,68.62
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,SMS,Winter,Mid Value,63.84
2024-05,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,Direct Mail,Spring,Mid Value,96.97
2024-05,Campaign Conversion Rate,West,Beer,High-Value,Email,Spring,Low Value,124.63
2024-05,Campaign Conversion Rate,West,Beer,High-Value,Social Media,Spring,Low Value,214.94
2024-05,Campaign Conversion Rate,West,Beer,High-Value,SMS,Fall,Low Value,174.43
2024-05,Campaign Conversion Rate,West,Beer,High-Value,Direct Mail,Summer,Low Value,135.19
2024-05,Campaign Conversion Rate,West,Beer,Medium-Value,Email,Spring,Mid Value,76.54
2024-05,Campaign Conversion Rate,West,Beer,Medium-Value,Social Media,Spring,High Value,129.25
2024-05,Campaign Conversion Rate,West,Beer,Medium-Value,SMS,Fall,Low Value,53.6
2024-05,Campaign Conversion Rate,West,Beer,Medium-Value,Direct Mail,Summer,Mid Value,84.52
2024-05,Campaign Conversion Rate,West,Beer,Low-Value,Email,Spring,High Value,99.19
2024-05,Campaign Conversion Rate,West,Beer,Low-Value,Social Media,Fall,High Value,72.16
2024-05,Campaign Conversion Rate,West,Beer,Low-Value,SMS,Winter,High Value,74.27
2024-05,Campaign Conversion Rate,West,Beer,Low-Value,Direct Mail,Fall,High Value,69.74
2024-05,Campaign Conversion Rate,West,Wine,High-Value,Email,Summer,Mid Value,142.53
2024-05,Campaign Conversion Rate,West,Wine,High-Value,Social Media,Winter,High Value,147.09
2024-05,Campaign Conversion Rate,West,Wine,High-Value,SMS,Spring,Low Value,138.46
2024-05,Campaign Conversion Rate,West,Wine,High-Value,Direct Mail,Winter,Low Value,113.41
2024-05,Campaign Conversion Rate,West,Wine,Medium-Value,Email,Spring,High Value,148.6
2024-05,Campaign Conversion Rate,West,Wine,Medium-Value,Social Media,Fall,Mid Value,126.6
2024-05,Campaign Conversion Rate,West,Wine,Medium-Value,SMS,Fall,Mid Value,67.56
2024-05,Campaign Conversion Rate,West,Wine,Medium-Value,Direct Mail,Fall,Mid Value,129.38
2024-05,Campaign Conversion Rate,West,Wine,Low-Value,Email,Spring,Mid Value,103.75
2024-05,Campaign Conversion Rate,West,Wine,Low-Value,Social Media,Winter,Low Value,89.91
2024-05,Campaign Conversion Rate,West,Wine,Low-Value,SMS,Spring,Low Value,86.52
2024-05,Campaign Conversion Rate,West,Wine,Low-Value,Direct Mail,Winter,Low Value,119.56
2024-05,Campaign Conversion Rate,West,Spirits,High-Value,Email,Spring,Low Value,104.24
2024-05,Campaign Conversion Rate,West,Spirits,High-Value,Social Media,Spring,Low Value,58.92
2024-05,Campaign Conversion Rate,West,Spirits,High-Value,SMS,Fall,Mid Value,175.66
2024-05,Campaign Conversion Rate,West,Spirits,High-Value,Direct Mail,Summer,High Value,179.53
2024-05,Campaign Conversion Rate,West,Spirits,Medium-Value,Email,Summer,High Value,101.4
2024-05,Campaign Conversion Rate,West,Spirits,Medium-Value,Social Media,Winter,High Value,142.58
2024-05,Campaign Conversion Rate,West,Spirits,Medium-Value,SMS,Fall,High Value,91.47
2024-05,Campaign Conversion Rate,West,Spirits,Medium-Value,Direct Mail,Fall,High Value,128.49
2024-05,Campaign Conversion Rate,West,Spirits,Low-Value,Email,Fall,Low Value,63.08
2024-05,Campaign Conversion Rate,West,Spirits,Low-Value,Social Media,Winter,Low Value,105.99
2024-05,Campaign Conversion Rate,West,Spirits,Low-Value,SMS,Spring,High Value,123.88
2024-05,Campaign Conversion Rate,West,Spirits,Low-Value,Direct Mail,Winter,High Value,148.64
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,Email,Fall,High Value,61.31
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,Social Media,Summer,Low Value,75.19
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,SMS,Winter,High Value,145.71
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,Direct Mail,Winter,Mid Value,109.6
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,Email,Summer,Low Value,86.44
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,Social Media,Fall,High Value,113.64
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,SMS,Winter,High Value,117.85
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,Direct Mail,Summer,High Value,99.4
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,Email,Summer,Low Value,97.57
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,Social Media,Winter,Mid Value,127.11
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,SMS,Fall,Mid Value,90.93
2024-05,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,Direct Mail,Winter,Mid Value,66.26
2024-06,Product Affinity Score,North,Beer,High-Value,Email,Fall,High Value,147.91
2024-06,Product Affinity Score,North,Beer,High-Value,Social Media,Winter,High Value,74.5
2024-06,Product Affinity Score,North,Beer,High-Value,SMS,Spring,High Value,131.1
2024-06,Product Affinity Score,North,Beer,High-Value,Direct Mail,Summer,Low Value,149.16
2024-06,Product Affinity Score,North,Beer,Medium-Value,Email,Winter,Mid Value,121.02
2024-06,Product Affinity Score,North,Beer,Medium-Value,Social Media,Spring,Low Value,90.68
2024-06,Product Affinity Score,North,Beer,Medium-Value,SMS,Summer,High Value,86.77
2024-06,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Summer,Mid Value,100.38
2024-06,Product Affinity Score,North,Beer,Low-Value,Email,Winter,Mid Value,147.29
2024-06,Product Affinity Score,North,Beer,Low-Value,Social Media,Summer,High Value,107.4
2024-06,Product Affinity Score,North,Beer,Low-Value,SMS,Summer,High Value,98.14
2024-06,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Summer,Mid Value,106.05
2024-06,Product Affinity Score,North,Wine,High-Value,Email,Summer,High Value,65.49
2024-06,Product Affinity Score,North,Wine,High-Value,Social Media,Fall,Mid Value,102.16
2024-06,Product Affinity Score,North,Wine,High-Value,SMS,Summer,Low Value,130.6
2024-06,Product Affinity Score,North,Wine,High-Value,Direct Mail,Summer,Mid Value,50.5
2024-06,Product Affinity Score,North,Wine,Medium-Value,Email,Winter,Mid Value,69.75
2024-06,Product Affinity Score,North,Wine,Medium-Value,Social Media,Summer,Low Value,67.46
2024-06,Product Affinity Score,North,Wine,Medium-Value,SMS,Summer,Low Value,101.68
2024-06,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Spring,High Value,70.99
2024-06,Product Affinity Score,North,Wine,Low-Value,Email,Spring,Low Value,58.89
2024-06,Product Affinity Score,North,Wine,Low-Value,Social Media,Winter,Mid Value,87.22
2024-06,Product Affinity Score,North,Wine,Low-Value,SMS,Fall,Low Value,105.48
2024-06,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Winter,Low Value,106.58
2024-06,Product Affinity Score,North,Spirits,High-Value,Email,Spring,Mid Value,143.61
2024-06,Product Affinity Score,North,Spirits,High-Value,Social Media,Winter,High Value,117.34
2024-06,Product Affinity Score,North,Spirits,High-Value,SMS,Winter,Mid Value,130.39
2024-06,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Spring,Mid Value,79.59
2024-06,Product Affinity Score,North,Spirits,Medium-Value,Email,Winter,High Value,58.43
2024-06,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Spring,Mid Value,121.89
2024-06,Product Affinity Score,North,Spirits,Medium-Value,SMS,Fall,Mid Value,60.02
2024-06,Product Affinity Score,North,Spirits,Medium-Value,Direct Mail,Spring,Mid Value,117.98
2024-06,Product Affinity Score,North,Spirits,Low-Value,Email,Spring,High Value,101.44
2024-06,Product Affinity Score,North,Spirits,Low-Value,Social Media,Winter,High Value,64.88
2024-06,Product Affinity Score,North,Spirits,Low-Value,SMS,Fall,Low Value,141.73
2024-06,Product Affinity Score,North,Spirits,Low-Value,Direct Mail,Summer,Mid Value,224.41
2024-06,Product Affinity Score,North,Non-Alcoholic,High-Value,Email,Winter,Mid Value,53.04
2024-06,Product Affinity Score,North,Non-Alcoholic,High-Value,Social Media,Spring,High Value,140.82
2024-06,Product Affinity Score,North,Non-Alcoholic,High-Value,SMS,Winter,High Value,110.64
2024-06,Product Affinity Score,North,Non-Alcoholic,High-Value,Direct Mail,Summer,Mid Value,143.85
2024-06,Product Affinity Score,North,Non-Alcoholic,Medium-Value,Email,Summer,High Value,137.7
2024-06,Product Affinity Score,North,Non-Alcoholic,Medium-Value,Social Media,Summer,Mid Value,77.78
2024-06,Product Affinity Score,North,Non-Alcoholic,Medium-Value,SMS,Spring,High Value,110.49
2024-06,Product Affinity Score,North,Non-Alcoholic,Medium-Value,Direct Mail,Winter,Low Value,103.19
2024-06,Product Affinity Score,North,Non-Alcoholic,Low-Value,Email,Spring,High Value,94.5
2024-06,Product Affinity Score,North,Non-Alcoholic,Low-Value,Social Media,Summer,Low Value,133.52
2024-06,Product Affinity Score,North,Non-Alcoholic,Low-Value,SMS,Fall,High Value,132.32
2024-06,Product Affinity Score,North,Non-Alcoholic,Low-Value,Direct Mail,Summer,High Value,131.2
2024-06,Product Affinity Score,South,Beer,High-Value,Email,Winter,Low Value,60.86
2024-06,Product Affinity Score,South,Beer,High-Value,Social Media,Spring,Mid Value,117.71
2024-06,Product Affinity Score,South,Beer,High-Value,SMS,Spring,High Value,124.92
2024-06,Product Affinity Score,South,Beer,High-Value,Direct Mail,Fall,Mid Value,119.72
2024-06,Product Affinity Score,South,Beer,Medium-Value,Email,Summer,Low Value,78.94
2024-06,Product Affinity Score,South,Beer,Medium-Value,Social Media,Spring,Low Value,83.09
2024-06,Product Affinity Score,South,Beer,Medium-Value,SMS,Fall,Low Value,101.14
2024-06,Product Affinity Score,South,Beer,Medium-Value,Direct Mail,Fall,Low Value,101.24
2024-06,Product Affinity Score,South,Beer,Low-Value,Email,Winter,High Value,88.71
2024-06,Product Affinity Score,South,Beer,Low-Value,Social Media,Winter,High Value,66.62
2024-06,Product Affinity Score,South,Beer,Low-Value,SMS,Fall,Mid Value,124.18
2024-06,Product Affinity Score,South,Beer,Low-Value,Direct Mail,Summer,Low Value,116.69
2024-06,Product Affinity Score,South,Wine,High-Value,Email,Fall,Low Value,108.81
2024-06,Product Affinity Score,South,Wine,High-Value,Social Media,Winter,High Value,98.43
2024-06,Product Affinity Score,South,Wine,High-Value,SMS,Winter,Low Value,99.18
2024-06,Product Affinity Score,South,Wine,High-Value,Direct Mail,Spring,Mid Value,121.55
2024-06,Product Affinity Score,South,Wine,Medium-Value,Email,Winter,Mid Value,124.96
2024-06,Product Affinity Score,South,Wine,Medium-Value,Social Media,Winter,High Value,56.66
2024-06,Product Affinity Score,South,Wine,Medium-Value,SMS,Fall,Low Value,145.7
2024-06,Product Affinity Score,South,Wine,Medium-Value,Direct Mail,Fall,Low Value,94.33
2024-06,Product Affinity Score,South,Wine,Low-Value,Email,Fall,Low Value,98.53
2024-06,Product Affinity Score,South,Wine,Low-Value,Social Media,Spring,Mid Value,145.06
2024-06,Product Affinity Score,South,Wine,Low-Value,SMS,Winter,Low Value,85.39
2024-06,Product Affinity Score,South,Wine,Low-Value,Direct Mail,Fall,Mid Value,81.2
2024-06,Product Affinity Score,South,Spirits,High-Value,Email,Winter,High Value,137.04
2024-06,Product Affinity Score,South,Spirits,High-Value,Social Media,Fall,Mid Value,82.48
2024-06,Product Affinity Score,South,Spirits,High-Value,SMS,Spring,High Value,53.34
2024-06,Product Affinity Score,South,Spirits,High-Value,Direct Mail,Fall,Mid Value,95.04
2024-06,Product Affinity Score,South,Spirits,Medium-Value,Email,Spring,High Value,97.11
2024-06,Product Affinity Score,South,Spirits,Medium-Value,Social Media,Fall,Mid Value,62.46
2024-06,Product Affinity Score,South,Spirits,Medium-Value,SMS,Fall,Mid Value,139.75
2024-06,Product Affinity Score,South,Spirits,Medium-Value,Direct Mail,Spring,High Value,89.75
2024-06,Product Affinity Score,South,Spirits,Low-Value,Email,Spring,Low Value,87.36
2024-06,Product Affinity Score,South,Spirits,Low-Value,Social Media,Winter,Mid Value,67.62
2024-06,Product Affinity Score,South,Spirits,Low-Value,SMS,Fall,Low Value,97.66
2024-06,Product Affinity Score,South,Spirits,Low-Value,Direct Mail,Spring,High Value,53.21
2024-06,Product Affinity Score,South,Non-Alcoholic,High-Value,Email,Winter,Low Value,126.29
2024-06,Product Affinity Score,South,Non-Alcoholic,High-Value,Social Media,Spring,High Value,138.61
2024-06,Product Affinity Score,South,Non-Alcoholic,High-Value,SMS,Fall,Low Value,142.78
2024-06,Product Affinity Score,South,Non-Alcoholic,High-Value,Direct Mail,Spring,Mid Value,151.18
2024-06,Product Affinity Score,South,Non-Alcoholic,Medium-Value,Email,Spring,High Value,74.01
2024-06,Product Affinity Score,South,Non-Alcoholic,Medium-Value,Social Media,Fall,Low Value,76.02
2024-06,Product Affinity Score,South,Non-Alcoholic,Medium-Value,SMS,Fall,High Value,52.85
2024-06,Product Affinity Score,South,Non-Alcoholic,Medium-Value,Direct Mail,Spring,Mid Value,50.82
2024-06,Product Affinity Score,South,Non-Alcoholic,Low-Value,Email,Fall,High Value,65.21
2024-06,Product Affinity Score,South,Non-Alcoholic,Low-Value,Social Media,Winter,High Value,139.28
2024-06,Product Affinity Score,South,Non-Alcoholic,Low-Value,SMS,Spring,Mid Value,291.29
2024-06,Product Affinity Score,South,Non-Alcoholic,Low-Value,Direct Mail,Summer,Mid Value,137.78
2024-06,Product Affinity Score,East,Beer,High-Value,Email,Summer,Low Value,115.92
2024-06,Product Affinity Score,East,Beer,High-Value,Social Media,Fall,Low Value,139.36
2024-06,Product Affinity Score,East,Beer,High-Value,SMS,Winter,High Value,106.27
2024-06,Product Affinity Score,East,Beer,High-Value,Direct Mail,Fall,Mid Value,142.2
2024-06,Product Affinity Score,East,Beer,Medium-Value,Email,Spring,High Value,72.49
2024-06,Product Affinity Score,East,Beer,Medium-Value,Social Media,Spring,High Value,126.41
2024-06,Product Affinity Score,East,Beer,Medium-Value,SMS,Spring,Mid Value,165.25
2024-06,Product Affinity Score,East,Beer,Medium-Value,Direct Mail,Fall,Low Value,148.52
2024-06,Product Affinity Score,East,Beer,Low-Value,Email,Winter,Low Value,96.02
